,transcriptomics_sample_id,cell_specimen_id,ephys_session_id,age,ephys_path,hemisphere_right,biological_sex_M,r,g,b,0_dim_pos,0_embed_pos,1_dim_pos,1_embed_pos,2_dim_pos,2_embed_pos,3_dim_pos,3_embed_pos,4_dim_pos,4_embed_pos,5_dim_pos,5_embed_pos,6_dim_pos,6_embed_pos,7_dim_pos,7_embed_pos,8_dim_pos,8_embed_pos,9_dim_pos,9_embed_pos,structure_VISl2/3,structure_VISl5,structure_VISl6a,structure_VISp1,structure_VISp2/3,structure_VISp4,structure_VISp5,structure_VISp6a,structure_VISpm2/3,structure_VISpm5,structure_VISpm6a,just_my_type_0,just_my_type_1,just_my_type_2,just_my_type_3,just_my_type_4,just_my_type_5,just_my_type_6,just_my_type_7,just_my_type_8,just_my_type_9,just_my_type_10,mean_resting_volt
3066,SM-GE5PG_S024_E1-50,797055346,797054957,50,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242536\sub-794242536_ses-797054957_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.4817077810562409,-1.9579909,0.7135863137996863,0.8434196,0.3994957248283196,0.5673883,0.31528921150737993,-2.1002393,0.45905017312887497,5.163698,0.8286827733818838,2.739253,0.5656656619147362,3.0097933,0.49920025388313166,1.9770769,0.5407052052961533,6.2128625,0.7008977619243605,8.598611,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-64.89545107097186
3067,SM-GE5PG_S020_E1-50,797061939,797061692,50,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242536\sub-794242536_ses-797061692_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.5507427552920007,-1.7852323,0.8639433344801325,1.0815308,0.20509802112686742,0.38782427,0.49287411681067056,-1.7897936,0.4863608492331714,5.25299,0.7980262861516607,2.658718,0.6464325259730955,3.2518451,0.47002302422045006,1.9264674,0.7710358669845844,6.453333,0.8352475588851409,8.726292,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-71.32404971428478
3068,SM-GE5PG_S018_E1-50,797062169,797061996,50,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242536\sub-794242536_ses-797061996_icephys.nwb,0,1,0.0,1.0,0.3625004724974956,0.50697781309464,-0.46753395,0.4604476115412906,-0.5551301,0.5623008966837126,-0.39615357,0.7108192805581777,10.589213,0.49061267367041067,5.2298775,0.6432522200555136,1.5075691,0.4861651469053013,3.8265254,0.43937759661955283,2.327881,0.6370109837526783,7.410556,0.5333014502969858,6.302096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-72.79559267365127
3069,SM-GE5PG_S025_E1-50,797087379,797087127,50,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242536\sub-794242536_ses-797087127_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.39743075355101803,11.947372,0.4534396451542272,-0.66629636,0.39209875283533446,0.5226321,0.5710832753882972,1.9044129,0.11227759669978152,5.3701344,0.5322771938329514,3.2196321,0.573737264785943,4.9154468,0.6388607701022085,1.5212233,0.6060250029416813,7.050301,0.5050808982849339,6.421356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-70.3134495180678
3070,SM-GE5PG_S026_E1-50,797113792,797113606,50,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242536\sub-794242536_ses-797113606_icephys.nwb,1,1,0.0,1.0,0.3625004724974956,0.5844438960890876,-0.2736767,0.40039796430137004,-0.65022707,0.7813602176766222,-0.19380975,0.6521352713890584,10.486625,0.46541383572517936,5.1474905,0.6153619937071964,1.4343011,0.4899174159869427,3.8377707,0.46566756964307443,2.3734825,0.6581315814656764,7.432606,0.555133806589997,6.3228445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-70.9095182903122
3072,SM-GE5PG_S029_E1-50,797571819,797571414,54,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242514\sub-794242514_ses-797571414_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.39740331493978054,-2.168961,0.40593764326543214,0.35621527,0.7848598266879854,0.9233469,0.026249654289174675,-2.6055248,0.4432793507882433,5.112136,0.7931100923947068,2.6458032,0.43514189280828824,2.618624,0.5137904837803129,2.0023844,0.2630481085792667,5.922982,0.5752441798710897,8.479195,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-78.09887638236515
3073,SM-GE5PG_S067_E1-50,797652145,797651574,54,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242514\sub-794242514_ses-797651574_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.37142399956454053,-2.2339737,0.42480184899094436,0.38608935,0.7819318438196364,0.9206423,0.009428163355383412,-2.6349313,0.4233407108321695,5.046947,0.836508895703685,2.7598124,0.41952366742608643,2.5718174,0.5320770152133761,2.0341034,0.17512059806485708,5.831184,0.49822056211886073,8.405994,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-63.063671381127016
3076,SM-GE5PG_S068_E1-50,797722932,797722090,54,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242514\sub-794242514_ses-797722090_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.5784805236103313,-1.7158191,0.8867118576427168,1.1175879,0.17434126303531755,0.35941443,0.5219548795768122,-1.738956,0.49588293497676267,5.284122,0.7714259832257361,2.5888388,0.6643535368541141,3.305553,0.4517859069294818,1.8948342,0.8384712412277943,6.523737,0.8938893090311198,8.782022,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-75.0117823534878
3078,SM-GE5PG_S038_E1-50,797748111,797747654,54,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242514\sub-794242514_ses-797747654_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.4617121789357961,-2.0080295,0.376917484898405,0.31025782,0.5936445741841676,0.74672246,0.39692179034343494,-1.957533,0.45327849610492177,5.144828,0.7128346174046137,2.4349186,0.40673026438520943,2.5334766,0.48320196147796185,1.949327,0.3061365394518736,5.9679675,0.27071409327845297,8.189781,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-72.01273611911463
3081,SM-GE5PG_S039_E1-50,797810206,797809990,54,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242514\sub-794242514_ses-797809990_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.4832130461195969,-1.954224,0.48745749845795955,0.48531327,0.47181912791144526,0.634193,0.4979688437064279,-1.7808872,0.4559619015115957,5.153601,0.7489178949705835,2.5297098,0.4504790520270367,2.6645882,0.48976208401676696,1.9607059,0.3963614053821598,6.0621643,0.276690859489984,8.195461,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-74.35684491738078
3084,SM-GE5PG_S085_E1-50,799810267,799809710,49,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933904\sub-794933904_ses-799809710_icephys.nwb,1,0,0.13437322812322863,0.0,1.0,0.4562589454982588,-2.2234197,0.3429595133021396,1.722497,0.6108564996588726,-0.39387366,0.35999581166158406,0.35505065,0.47555226318563587,5.449627,0.6265039534453648,3.148598,0.4091775209151135,3.465067,0.47034809917470555,2.100573,0.37498458174703303,6.7539945,0.3965232157552945,7.779732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-63.09149252294727
3085,SM-GE5PG_S083_E1-50,799826452,799826127,49,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933904\sub-794933904_ses-799826127_icephys.nwb,0,0,0.13437322812322863,0.0,1.0,0.415852827535358,-2.3245351,0.47565850618240035,1.9326442,0.5839364477137657,-0.41873956,0.37403212112564005,0.37958828,0.49312864881419743,5.5070925,0.6808169628283662,3.2912788,0.4665050739430233,3.636873,0.40550038790894954,1.9880912,0.4659379331421946,6.848952,0.5339251172211743,7.9103136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-67.89679481921202
3086,SM-GE5PG_S082_E1-50,799837018,799836679,49,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933904\sub-794933904_ses-799836679_icephys.nwb,0,0,0.13437322812322863,0.0,1.0,0.5206153506991615,-2.062369,0.4899335374318276,1.9552507,0.43344993700492856,-0.5577431,0.5347570584144706,0.66056013,0.5028944418481062,5.5390215,0.5855317998562158,3.0409636,0.4992924403192362,3.7351341,0.43681562111326616,2.0424092,0.6032668062505324,6.9923263,0.5649248253821241,7.9397745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-68.39690815068231
3087,SM-GE5PG_S086_E1-50,799851179,799850079,49,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933904\sub-794933904_ses-799850079_icephys.nwb,1,0,0.13437322812322863,0.0,1.0,0.4029367682060052,-2.3568573,0.4386260172776141,1.8739982,0.6048021409011558,-0.39946604,0.3534671870010696,0.34363762,0.4862936146066984,5.4847455,0.6872889060616204,3.3082807,0.44175152203506207,3.5626886,0.4209735433742745,2.0149302,0.4113718598041844,6.7919836,0.462273163258456,7.8422184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-63.004871046669045
3088,SM-GE5PG_S087_E1-50,799870027,799869852,49,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933904\sub-794933904_ses-799869852_icephys.nwb,1,0,0.13437322812322863,0.0,1.0,0.4691164119598649,-2.1912441,0.6654359446992757,2.2331831,0.4138297738522464,-0.5758661,0.7205563516236716,0.9853658,0.5158660577117394,5.581432,0.6400757847623292,3.1842513,0.5737053634183957,3.9581437,0.3378909827823474,1.8708191,0.6329743978350804,7.0233417,0.6238761511453389,7.9957995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-58.883642104013916
3089,SM-GE5PG_S089_E1-50,799897224,799896983,62,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799131067\sub-799131067_ses-799896983_icephys.nwb,0,0,0.22812322812322794,1.0,0.0,0.4157517429293755,11.947402,0.46913678227099137,-0.27963972,0.4069130878424926,0.69833237,0.48106675036350843,1.8914579,0.5730249701502753,8.93966,0.6290926944360301,3.5852394,0.5774709976615033,3.1650813,0.5780325152882108,0.34498814,0.47398552805824734,6.797138,0.43195983993442494,6.4272056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-62.11273618845851
3090,SM-GE5PG_S090_E1-50,799929013,799928896,62,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799131067\sub-799131067_ses-799928896_icephys.nwb,0,0,1.0,0.0,0.6843755906255904,0.3384137306056082,11.799684,0.49726631785750836,-0.59689075,0.4505743940327344,0.57664573,0.5354267335065547,1.8420798,0.36638948192529863,6.200947,0.5507914475615572,3.2682693,0.5163321460888096,4.743408,0.6400234800548711,1.5232401,0.5509282085314546,6.992779,0.4741569533625622,6.3919673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-61.686478048425016
3091,SM-GE5PG_S093_E1-50,799931105,799930999,62,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799131067\sub-799131067_ses-799930999_icephys.nwb,1,0,0.22812322812322794,1.0,0.0,0.4755648666924949,12.097083,0.5644364590362834,-0.12871946,0.6084783968128408,0.8845171,0.5918892666332298,2.0851927,0.4368449532812244,8.494423,0.5822197288383592,3.4621036,0.20286238732423698,2.0424092,0.26439103306480227,-0.19903983,0.704622199314996,7.037928,0.5446157617535023,6.5342693,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-61.22955514587731
3093,SM-GE5P3_S025_E1-50,800219294,800219249,48,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242751\sub-794242751_ses-800219249_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.5664625547977497,-1.7458938,0.9045779847267394,1.1458814,0.07756012060833889,0.27001825,0.6552397597798958,-1.5059536,0.5271931233625538,5.38649,0.6906149535944315,2.3765473,0.6899938831362655,3.382395,0.4464267748400666,1.8855385,0.9522314400765934,6.642505,0.9016261907455094,8.789375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-67.41212243989855
3095,SM-GE5P3_S031_E1-50,800227438,800227359,48,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242751\sub-794242751_ses-800227359_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.4969134400566321,-1.919939,0.9051655104675062,1.1468118,0.13054960917798888,0.31896433,0.6053611205629723,-1.5931491,0.4766771670337622,5.221329,0.9157155303261204,2.967889,0.6252913067240431,3.1884866,0.4849808705933844,1.9524126,0.6874728750296414,6.3660913,0.5371337656364481,8.442976,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-59.86959300339127
3097,SM-GE5P3_S032_E1-50,800238310,800238276,48,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242751\sub-794242751_ses-800238276_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.4876028904622484,-1.9432385,0.874021828571071,1.0974915,0.1625711590758434,0.34854245,0.5951852368894074,-1.6109381,0.47338310787211546,5.2105594,0.9266641331479862,2.9966512,0.6049558953350583,3.127543,0.48663957757455906,1.9552897,0.6423583867763528,6.3189907,0.4795577182635796,8.388258,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-72.58649476770029
3099,SM-GE5P3_S036_E1-50,800243308,800243266,48,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242751\sub-794242751_ses-800243266_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.4561920638833674,-2.0218434,0.8516034873106068,1.061989,0.13738566676693828,0.32527876,0.6843576187478697,-1.4550511,0.47261917083639843,5.2080617,0.9468298845559896,3.0496268,0.580856361239084,3.0553186,0.49559556437981245,1.9708244,0.6076116853899427,6.2827144,0.32107507197084656,8.237642,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-72.5666304828229
3101,SM-GE5P3_S028_E1-50,800255714,800255601,48,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933954\sub-794933954_ses-800255601_icephys.nwb,0,1,1.0,0.5906255906255905,0.0,0.3308951700347166,6.957911,0.47913625584349684,-0.17202133,0.49621169342175486,0.7000358,0.5749463947449139,3.3354583,0.5546881477702382,3.2975786,0.6291263197528525,1.9408904,0.45019512190041205,2.8133721,0.4594676411497773,1.7648865,0.5375811673151204,7.215419,0.475957208329568,7.0925345,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-59.255347365267504
3102,SM-GE5P3_S029_E1-50,800276204,800275836,48,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933954\sub-794933954_ses-800275836_icephys.nwb,0,1,1.0,0.5906255906255905,0.0,0.186606565199681,6.596832,0.43075918498664345,-0.24863313,0.41992455974532455,0.6295698,0.5052339029840149,3.2135901,0.49271087530545143,3.0949454,0.5908819008728939,1.8404219,0.47133681847665965,2.876732,0.5085290803557923,1.8499862,0.6009365662243291,7.2815633,0.5731935549964652,7.184944,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-55.52707145752764
3103,SM-GE5P3_S033_E1-50,800285940,800285668,48,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933954\sub-794933954_ses-800285668_icephys.nwb,1,1,0.13437322812322863,0.0,1.0,0.4605263164563764,-2.2127407,0.425591677797478,1.8533565,0.5669897345715988,-0.43439314,0.37479419576456735,0.3809205,0.4913133138994265,5.5011573,0.6327874859965048,3.1651049,0.45590912619988405,3.6051178,0.4331782179359035,2.0361,0.47560144127124365,6.8590407,0.5271957360568816,7.9039183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-68.42806732567051
3104,SM-GE5P3_S030_E1-50,800291796,800291575,48,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933954\sub-794933954_ses-800291575_icephys.nwb,0,1,1.0,0.5906255906255905,0.0,0.17976025060410758,6.579699,0.4276356915173171,-0.25357962,0.4189626972079007,0.62868136,0.5062755970634077,3.2154112,0.4912052426234688,3.0900228,0.5840669884837106,1.8225191,0.46612392817763837,2.8611095,0.5161282056765074,1.8631673,0.6267989420541525,7.308564,0.5901820814535025,7.2010894,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-71.83302557848457
3105,SM-GE5P3_S034_E1-50,800309884,800309857,48,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933954\sub-794933954_ses-800309857_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.575368241966947,-1.7236075,0.9693410111156809,1.2484426,0.09264395909648124,0.2839511,0.5855178575854438,-1.6278381,0.5063725576227874,5.3184175,0.766285439176785,2.5753345,0.7012547476623493,3.416143,0.4571453826499268,1.9041305,0.9163725994381636,6.6050677,0.9318371584359649,8.818087,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-65.43757081492583
3107,SM-GE5P3_S046_E1-50,800318692,800318657,53,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799131079\sub-799131079_ses-800318657_icephys.nwb,0,0,1.0,0.0,0.09375,0.452184121183582,9.8119,0.6308660204432329,0.057870373,0.4613802156342323,0.71405923,0.5703667867988641,2.838098,0.36007478684708166,0.8650321,0.5174112189121307,1.559417,0.214540754037075,2.4640346,0.22539422456954145,1.0884039,0.5197380690980129,6.898525,0.6053267012762739,7.0534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-69.51413239359995
3109,SM-GE5PG_S088_E1-50,802366304,802366284,49,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794933904\sub-794933904_ses-802366284_icephys.nwb,0,0,0.13437322812322863,0.0,1.0,0.4600686251772623,-2.213886,0.6538215280952553,2.21479,0.3942454885722872,-0.593956,0.6761930447673977,0.90781194,0.5159359175513936,5.5816603,0.650644026712933,3.2120142,0.5612142676011593,3.920709,0.3621621922315983,1.9129188,0.6362861521333948,7.026799,0.5985290830229308,7.9717107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-64.63940107051094
3110,SM-GE5P3_S026_E1-50,802368324,802368288,48,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-794242751\sub-794242751_ses-802368288_icephys.nwb,0,1,1.0,0.5906255906255905,0.0,0.15130145655714758,6.5084815,0.4413944265240174,-0.23179075,0.3698971251174006,0.5833598,0.5046284984254362,3.2125318,0.476697074900386,3.0425887,0.5885537674321758,1.8343059,0.49366992373218177,2.9436626,0.5331447455493832,1.8926834,0.6187106981058904,7.30012,0.5294234763170561,7.143347,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-72.02693979199873
3113,SM-GE5P3_S047_E1-50,802987298,802987185,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064343\sub-799064343_ses-802987185_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.5843302830894325,-1.7011802,0.9234446745457103,1.1757594,0.09397460228608394,0.2851802,0.6243526029208559,-1.559949,0.5098769255292803,5.329875,0.7758804074496475,2.6005406,0.6765198910695343,3.3420146,0.4512709414681211,1.8939409,0.8902489736485228,6.577794,0.8319611402580818,8.723168,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-55.640040020663214
3114,SM-GE5P3_S057_E1-50,802990210,802990151,51,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799065250\sub-799065250_ses-802990151_icephys.nwb,0,1,0.7249988187488191,0.0,1.0,0.5083574369476854,10.927738,0.44798702237455923,0.4729941,0.44822279628781936,0.14361596,0.529043868278791,1.6359674,0.527390889422201,10.74819,0.6157954925622627,4.2966285,0.45012535257537706,1.3848132,0.42897753477438055,2.1833286,0.5217974678197201,7.371236,0.45879106474367887,6.805022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-51.744743675678016
3115,SM-GE5P3_S048_E1-50,802993865,802993760,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064343\sub-799064343_ses-802993760_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.4956381639083014,-1.9231304,0.03898677415787414,-0.22490233,0.6273141509352717,0.77782285,0.6816682123065781,-1.4597526,0.6003597107087324,5.625706,0.11904687201345016,0.8750316,0.38466279171382844,2.4673421,0.33056944260755994,1.6845777,0.6939104942317845,6.3728123,0.5760680423727127,8.479978,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-71.96775212721128
3116,SM-GE5P3_S052_E1-50,803047064,803046986,51,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799065231\sub-799065231_ses-803046986_icephys.nwb,1,1,1.0,0.0,0.09375,0.561988489162272,10.086683,0.5856263902054376,-0.013772856,0.4311716920870239,0.6861558,0.5534322342793415,2.8084939,0.35520674830750676,0.84911615,0.5377942415980633,1.6129634,0.24736726124329614,2.562413,0.21763888458264813,1.0749519,0.45975928024637386,6.835906,0.4996731089776907,6.952991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-60.36952324244107
3117,SM-GE5P3_S053_E1-50,803056434,803056369,51,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799065231\sub-799065231_ses-803056369_icephys.nwb,1,1,0.7249988187488191,0.0,1.0,0.5256426187518282,10.970994,0.4520748051686696,0.47946766,0.4618974442112296,0.15624715,0.5199497753145405,1.6200695,0.5581309690121505,10.848694,0.6250735388207022,4.321002,0.4270104251513473,1.3155396,0.4214443178851942,2.1702619,0.5428678251558304,7.393234,0.4898871076185821,6.834574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-60.42622088698886
3118,SM-GE5P3_S058_E1-50,803072117,803072081,51,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799065231\sub-799065231_ses-803072081_icephys.nwb,0,1,1.0,0.0,0.6843755906255904,0.5979334509751905,12.449126,0.3914449903739093,-0.7644735,0.3538944968976663,0.48734307,0.5008274333770316,1.7815949,0.28563296573686126,5.9369154,0.6407164355354714,3.5045033,0.6222098414607539,5.060715,0.5291523027919605,1.3309281,0.6127928384391881,7.057367,0.4622420551737419,6.380644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-64.84752719265023
3119,SM-GE5P3_S054_E1-50,803075341,803075312,51,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799065231\sub-799065231_ses-803075312_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5843406678416022,12.369292,0.5291288437080053,-0.18463397,0.5145449637404208,0.7977513,0.5432881960584524,2.0002306,0.6756398863560968,9.275157,0.6290377866987089,3.5850952,0.2905355394612007,2.3051586,0.12152898385742353,-0.44684172,0.45167606033580054,6.7738466,0.5089152205976035,6.500341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-60.69505160486992
3120,SM-GE5P3_S055_E1-50,803087384,803086662,51,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799065231\sub-799065231_ses-803086662_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.6167616735696185,12.450425,0.49704924196321804,-0.23543647,0.534618375414696,0.816293,0.5450083960353286,2.0032377,0.6251156168522316,9.109969,0.6285355397262526,3.5837758,0.3170564748640045,2.3846397,0.12523038831409922,-0.44042143,0.4933362943126925,6.817341,0.48401520575713586,6.476677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-60.71860618687727
3121,SM-GE5P3_S049_E1-50,803312598,803312339,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064343\sub-799064343_ses-803312339_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.41254647488124196,-2.1310656,0.783239767453252,0.9537255,0.25400565959598387,0.43299997,0.5956768297552323,-1.6100787,0.45146418210638795,5.138896,0.9801214893946817,3.1370842,0.5331966727777365,2.9124863,0.5123746552110492,1.9999286,0.45754916039400273,6.1260457,0.21449977722678126,8.136357,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-64.76477232854346
3122,SM-GE5P3_S093_E1-50,803384938,803384627,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-802861263\sub-802861263_ses-803384627_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.6109625993029422,12.435913,0.5067207399236133,-0.22012031,0.49124357597785295,0.77622795,0.5577036164307555,2.025431,0.6361505546140537,9.146048,0.6104636336202981,3.5363007,0.2877337879343117,2.296762,0.09309915168470562,-0.4961548,0.42432656935009366,6.745293,0.5546300563149485,6.5437865,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-65.57902430898349
3123,SM-GE5P3_S060_E1-50,803392236,803391764,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-802861263\sub-802861263_ses-803391764_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.5496464493909254,12.282471,0.51626716754214,-0.20500222,0.6407680950921701,0.9143429,0.6193425017355285,2.1331851,0.35505643662223835,8.227017,0.5864919138283182,3.4733267,0.1933502905323822,2.0139022,0.18526757442962488,-0.3362837,0.7793867310847609,7.115984,0.4974945395610967,6.489487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-74.31865294511577
3124,SM-GE5P3_S064_E1-50,803407199,803406928,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-802861263\sub-802861263_ses-803406928_icephys.nwb,1,1,1.0,0.0,0.09375,0.7637205888066125,10.591514,0.4288958137903668,-0.26197746,0.3726317159272053,0.63208276,0.30494509928616753,2.3741002,0.628273347234929,1.7419006,0.732120892071275,2.1234617,0.8885973981156653,4.4841285,0.7042206977810863,1.9189541,0.5487171752176856,6.92878,0.28637199649900774,6.750278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-70.39074093760885
3125,SM-GE5P3_S080_E1-50,803417493,803417308,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-802861263\sub-802861263_ses-803417308_icephys.nwb,1,1,0.0,0.4562523625023619,1.0,0.5825895509160993,12.064156,0.44688318157217577,-0.8882866,0.34524831674273365,0.38215518,0.5017612484283018,1.7507459,0.40215159433080394,3.430471,0.633572621261904,3.1502488,0.4675855836039412,5.9842405,0.4378451396787518,2.0920527,0.6418294926269323,7.14126,0.47350819927328164,6.5883946,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-72.19236111213398
3126,SM-GE5P3_S086_E1-50,803437462,803437246,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-802861263\sub-802861263_ses-803437246_icephys.nwb,0,1,1.0,0.0,0.6843755906255904,0.6083997567949972,12.475318,0.41478989849447573,-0.7275036,0.36905935097790143,0.50135076,0.4786667488497465,1.7428546,0.4248948370354152,6.3922286,0.678036725431506,3.602544,0.5841442705143068,4.9466357,0.464914055520779,1.2195034,0.5613868848074304,7.003698,0.48556960650623954,6.4028134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-60.47692756334428
